Time(s),CH1V,CH2V
-9.000000e-06,3.200000e-03,-7.120000e-05
-8.000000e-06,4.000000e-04,-1.154667e-04
-7.000000e-06,3.733333e-03,-9.306666e-05
-6.000000e-06,4.800000e-03,-1.834667e-04
-5.000000e-06,2.933333e-03,-1.506667e-04
-4.000000e-06,2.666667e-04,-7.066666e-05
-3.000000e-06,2.666667e-03,-1.221333e-04
-2.000000e-06,5.600000e-03,-1.018667e-04
-1.000000e-06,2.133333e-03,-1.338667e-04
5.601005e-18,4.000000e-04,-9.893333e-05
1.000000e-06,1.733333e-03,-1.120000e-04
2.000000e-06,5.066667e-03,-1.293333e-04
3.000000e-06,3.066667e-03,-4.693333e-05
4.000000e-06,9.333334e-04,-1.880000e-04
5.000000e-06,3.733333e-03,-1.920000e-04
6.000000e-06,4.400000e-03,-1.272000e-04
7.000000e-06,3.600000e-03,-1.290667e-04
8.000000e-06,1.733333e-03,-9.226667e-05
9.000000e-06,3.200000e-03,-1.904000e-04
1.000000e-05,4.933333e-03,-1.026667e-04
1.100000e-05,2.666667e-03,-1.341333e-04
1.200000e-05,-6.666667e-04,-5.333333e-05
1.300000e-05,1.866667e-03,-2.010667e-04
1.400000e-05,5.066667e-03,-2.773333e-05
1.500000e-05,3.333333e-03,-1.221333e-04
1.600000e-05,2.800000e-03,-1.562667e-04
1.700000e-05,2.933333e-03,-7.946666e-05
1.800000e-05,6.400000e-03,-2.800000e-05
1.900000e-05,1.200000e-03,-1.194667e-04
2.000000e-05,6.666667e-04,-1.368000e-04
2.100000e-05,2.800000e-03,-2.042667e-04
2.200000e-05,5.066667e-03,-1.018667e-04
2.300000e-05,2.533333e-03,-4.480000e-05
2.400000e-05,0.000000e+00,-1.021333e-04
2.500000e-05,3.333333e-03,-1.818667e-04
2.600000e-05,5.066667e-03,5.253333e-05
2.700000e-05,3.466667e-03,-1.194667e-04
2.800000e-05,1.333333e-03,-1.450667e-04
2.900000e-05,2.400000e-03,-1.253333e-04
3.000000e-05,5.333333e-03,-1.573333e-04
3.100000e-05,3.200000e-03,-1.389333e-04
3.200000e-05,2.533333e-03,-1.178667e-04
3.300000e-05,1.866667e-03,-1.429333e-04
3.400000e-05,3.333333e-03,-5.946666e-05
3.500000e-05,2.400000e-03,-1.341333e-04
3.600000e-05,1.600000e-03,-1.376000e-04
